NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,PIT_TIME,CLASS,GROUP,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,IM1a_time,IM1a_elapsed,IM1_time,IM1_elapsed,IM2a_time,IM2a_elapsed,IM2_time,IM2_elapsed,IM3a_time,IM3a_elapsed,FL_time,FL_elapsed
2,1,7,0 days 00:01:38.531000,0,,27.048,0,,0,,0,135.2,,53:16.5,0 days 00:00:27.048000,0 days 00:00:42.554000,0 days 00:00:28.929000,184.3,,Am,,Toyota Gazoo Racing,GF,27.048,42.554,28.929,17.193,17.193,9.855,27.048,29.825,,12.729,0 days 00:01:09.602000,10.895,0 days 00:01:20.497000,,0 days 00:01:38.531000
2,1,8,0 days 00:01:38.761000,0,,27.043,0,,0,,0,134.9,,54:55.2,0 days 00:00:27.043000,0 days 00:00:42.741000,0 days 00:00:28.977000,184.3,,Am,,Toyota Gazoo Racing,GF,27.043,42.741,28.977,17.176,17.176,9.867,27.043,29.987,,12.754,0 days 00:01:09.784000,11.038,0 days 00:01:20.822000,,0 days 00:01:38.761000
2,1,9,0 days 00:01:39.443000,0,,27.735,0,,0,,0,134,,56:34.7,0 days 00:00:27.735000,0 days 00:00:43.001000,0 days 00:00:28.707000,184.3,,Am,,Toyota Gazoo Racing,GF,27.735,43.001,28.707,17.677,17.677,10.058,27.735,30.217,,12.784,0 days 00:01:10.736000,10.857,0 days 00:01:21.593000,,0 days 00:01:39.443000
2,1,10,0 days 00:01:39.144000,0,,27.037,0,,0,,0,134.4,,58:13.8,0 days 00:00:27.037000,0 days 00:00:43.236000,0 days 00:00:28.871000,185.2,,Am,,Toyota Gazoo Racing,GF,27.037,43.236,28.871,17.224,17.224,9.813,27.037,30.576,,12.66,0 days 00:01:10.273000,10.973,0 days 00:01:21.246000,,0 days 00:01:39.144000
2,1,11,0 days 00:01:38.594000,0,,27.036,0,,0,,0,135.2,,59:52.4,0 days 00:00:27.036000,0 days 00:00:42.707000,0 days 00:00:28.851000,184.3,,Am,,Toyota Gazoo Racing,GF,27.036,42.707,28.851,17.212,17.212,9.824,27.036,30.03,,12.677,0 days 00:01:09.743000,10.942,0 days 00:01:20.685000,,0 days 00:01:38.594000
2,1,12,0 days 00:01:38.525000,0,,27.099,0,,0,,2,135.2,,01:30.9,0 days 00:00:27.099000,0 days 00:00:42.788000,0 days 00:00:28.638000,184.3,,Am,,Toyota Gazoo Racing,GF,27.099,42.788,28.638,17.319,17.319,9.78,27.099,30.088,,12.7,0 days 00:01:09.887000,10.778,0 days 00:01:20.665000,,0 days 00:01:38.525000
2,1,13,0 days 00:01:38.560000,0,,27.023,0,,0,,0,135.2,,03:09.5,0 days 00:00:27.023000,0 days 00:00:42.742000,0 days 00:00:28.795000,184.3,,Am,,Toyota Gazoo Racing,GF,27.023,42.742,28.795,17.149,17.149,9.874,27.023,30.058,,12.684,0 days 00:01:09.765000,10.965,0 days 00:01:20.730000,,0 days 00:01:38.560000
2,1,14,0 days 00:01:38.367000,0,,26.893,0,,0,,0,135.5,,04:47.9,0 days 00:00:26.893000,0 days 00:00:42.754000,0 days 00:00:28.720000,184.3,,Am,,Toyota Gazoo Racing,GF,26.893,42.754,28.72,17.137,17.137,9.756,26.893,30.065,,12.689,0 days 00:01:09.647000,10.786,0 days 00:01:20.433000,,0 days 00:01:38.367000
2,1,15,0 days 00:01:38.664000,0,,27.003,0,,0,,0,135.1,,06:26.5,0 days 00:00:27.003000,0 days 00:00:42.837000,0 days 00:00:28.824000,184.3,,Am,,Toyota Gazoo Racing,GF,27.003,42.837,28.824,17.246,17.246,9.757,27.003,30.142,,12.695,0 days 00:01:09.840000,10.87,0 days 00:01:20.710000,,0 days 00:01:38.664000
2,1,16,0 days 00:01:38.712000,0,,26.923,0,,0,,0,135,,08:05.2,0 days 00:00:26.923000,0 days 00:00:42.902000,0 days 00:00:28.887000,183.1,,Am,,Toyota Gazoo Racing,GF,26.923,42.902,28.887,17.163,17.163,9.76,26.923,30.135,,12.767,0 days 00:01:09.825000,10.909,0 days 00:01:20.734000,,0 days 00:01:38.712000
2,1,17,0 days 00:01:38.371000,0,,26.983,0,,0,,0,135.5,,09:43.6,0 days 00:00:26.983000,0 days 00:00:42.717000,0 days 00:00:28.671000,183.1,,Am,,Toyota Gazoo Racing,GF,26.983,42.717,28.671,17.207,17.207,9.776,26.983,29.988,,12.729,0 days 00:01:09.700000,10.769,0 days 00:01:20.469000,,0 days 00:01:38.371000
2,1,18,0 days 00:01:38.496000,0,,27.055,0,,0,,0,135.3,,11:22.1,0 days 00:00:27.055000,0 days 00:00:42.701000,0 days 00:00:28.740000,183.1,,Am,,Toyota Gazoo Racing,GF,27.055,42.701,28.74,17.207,17.207,9.848,27.055,29.944,,12.757,0 days 00:01:09.756000,10.876,0 days 00:01:20.632000,,0 days 00:01:38.496000
2,1,19,0 days 00:01:38.490000,0,,26.973,0,,0,,0,135.3,,13:00.6,0 days 00:00:26.973000,0 days 00:00:42.778000,0 days 00:00:28.739000,184.3,,Am,,Toyota Gazoo Racing,GF,26.973,42.778,28.739,17.163,17.163,9.81,26.973,30.026,,12.752,0 days 00:01:09.751000,10.792,0 days 00:01:20.543000,,0 days 00:01:38.490000
2,1,20,0 days 00:01:38.366000,0,,26.949,0,,0,,0,135.5,,14:39.0,0 days 00:00:26.949000,0 days 00:00:42.772000,0 days 00:00:28.645000,184.3,,Am,,Toyota Gazoo Racing,GF,26.949,42.772,28.645,17.163,17.163,9.786,26.949,30.051,,12.721,0 days 00:01:09.721000,10.763,0 days 00:01:20.484000,,0 days 00:01:38.366000
2,1,21,0 days 00:01:38.368000,0,,26.842,2,,0,,0,135.5,,16:17.3,0 days 00:00:26.842000,0 days 00:00:42.752000,0 days 00:00:28.774000,184.3,,Am,,Toyota Gazoo Racing,GF,26.842,42.752,28.774,17.021,17.021,9.821,26.842,30.074,,12.678,0 days 00:01:09.594000,10.917,0 days 00:01:20.511000,,0 days 00:01:38.368000
2,1,22,0 days 00:01:38.610000,0,,26.942,0,,0,,0,135.1,,17:55.9,0 days 00:00:26.942000,0 days 00:00:42.868000,0 days 00:00:28.800000,183.1,,Am,,Toyota Gazoo Racing,GF,26.942,42.868,28.8,17.142,17.142,9.8,26.942,30.179,,12.689,0 days 00:01:09.810000,10.845,0 days 00:01:20.655000,,0 days 00:01:38.610000
2,1,23,0 days 00:01:38.599000,0,,26.897,0,,0,,0,135.1,,19:34.5,0 days 00:00:26.897000,0 days 00:00:42.871000,0 days 00:00:28.831000,184.3,,Am,,Toyota Gazoo Racing,GF,26.897,42.871,28.831,17.114,17.114,9.783,26.897,30.184,,12.687,0 days 00:01:09.768000,10.916,0 days 00:01:20.684000,,0 days 00:01:38.599000
2,1,24,0 days 00:01:38.839000,0,,27.144,0,,0,,0,134.8,,21:13.4,0 days 00:00:27.144000,0 days 00:00:42.931000,0 days 00:00:28.764000,184.3,,Am,,Toyota Gazoo Racing,GF,27.144,42.931,28.764,17.349,17.349,9.795,27.144,30.237,,12.694,0 days 00:01:10.075000,10.824,0 days 00:01:20.899000,,0 days 00:01:38.839000
2,1,25,0 days 00:01:38.783000,0,,26.945,0,,0,,0,134.9,,22:52.2,0 days 00:00:26.945000,0 days 00:00:42.841000,0 days 00:00:28.997000,182.1,,Am,,Toyota Gazoo Racing,GF,26.945,42.841,28.997,17.138,17.138,9.807,26.945,30.124,,12.717,0 days 00:01:09.786000,10.85,0 days 00:01:20.636000,,0 days 00:01:38.783000
2,1,26,0 days 00:01:39.143000,0,,27.502,0,,0,,0,134.4,,24:31.3,0 days 00:00:27.502000,0 days 00:00:42.771000,0 days 00:00:28.870000,183.1,,Am,,Toyota Gazoo Racing,GF,27.502,42.771,28.87,17.703,17.703,9.799,27.502,30.07,,12.701,0 days 00:01:10.273000,10.877,0 days 00:01:21.150000,,0 days 00:01:39.143000
2,1,27,0 days 00:01:38.981000,0,,27.115,0,,0,,0,134.6,,26:10.3,0 days 00:00:27.115000,0 days 00:00:42.936000,0 days 00:00:28.930000,184.3,,Am,,Toyota Gazoo Racing,FF,27.115,42.936,28.93,17.323,17.323,9.792,27.115,30.212,,12.724,0 days 00:01:10.051000,10.897,0 days 00:01:20.948000,,0 days 00:01:38.981000
21,1,1,0 days 00:01:51.501000,0,,30.993,0,,0,,0,119.5,,42:32.7,0 days 00:00:30.993000,0 days 00:00:43.852000,0 days 00:00:36.656000,183.1,,Am,,Toyota Gazoo Racing,FCY,30.993,43.852,36.656,21.024,21.024,9.969,30.993,31.019,0 days 00:01:02.012000,12.833,0 days 00:01:14.845000,11.577,0 days 00:01:26.422000,,0 days 00:01:51.501000
21,1,2,0 days 00:02:14.167000,0,,39.952,0,,0,,0,99.3,,44:46.8,0 days 00:00:39.952000,0 days 00:00:57.747000,0 days 00:00:36.468000,136,,Am,,Toyota Gazoo Racing,FCY,39.952,57.747,36.468,21.375,21.375,18.577,39.952,36.578,0 days 00:01:16.530000,21.169,0 days 00:01:37.699000,13.164,0 days 00:01:50.863000,,0 days 00:02:14.167000
21,1,3,0 days 00:01:58.540000,0,,33.822,0,,0,,0,112.4,,46:45.4,0 days 00:00:33.822000,0 days 00:00:50.393000,0 days 00:00:34.325000,141.2,,Am,,Toyota Gazoo Racing,GF,33.822,50.393,34.325,21.157,21.157,12.665,33.822,34.54,0 days 00:01:08.362000,15.853,0 days 00:01:24.215000,13.216,0 days 00:01:37.431000,,0 days 00:01:58.540000
21,1,4,0 days 00:01:39.924000,0,,26.987,0,,0,,2,133.4,,48:25.3,0 days 00:00:26.987000,0 days 00:00:44.006000,0 days 00:00:28.931000,182.1,,Am,,Toyota Gazoo Racing,GF,26.987,44.006,28.931,17.039,17.039,9.948,26.987,31.145,,12.861,0 days 00:01:10.993000,11.007,0 days 00:01:22,,0 days 00:01:39.924000
21,1,5,0 days 00:01:39.244000,0,,26.918,0,,0,,0,134.3,,50:04.5,0 days 00:00:26.918000,0 days 00:00:42.960000,0 days 00:00:29.366000,184.3,,Am,,Toyota Gazoo Racing,GF,26.918,42.96,29.366,17.054,17.054,9.864,26.918,30.202,,12.758,0 days 00:01:09.878000,11.171,0 days 00:01:21.049000,,0 days 00:01:39.244000
21,1,6,0 days 00:01:39.606000,0,,26.925,0,,0,,0,133.8,,51:44.1,0 days 00:00:26.925000,0 days 00:00:43.227000,0 days 00:00:29.454000,184.3,,Am,,Toyota Gazoo Racing,GF,26.925,43.227,29.454,17.12,17.12,9.805,26.925,30.417,,12.81,0 days 00:01:10.152000,11.264,0 days 00:01:21.416000,,0 days 00:01:39.606000
21,1,7,0 days 00:01:39.411000,0,,27.117,0,,0,,0,134,,53:23.5,0 days 00:00:27.117000,0 days 00:00:43.059000,0 days 00:00:29.235000,183.1,,Am,,Toyota Gazoo Racing,GF,27.117,43.059,29.235,17.324,17.324,9.793,27.117,30.271,,12.788,0 days 00:01:10.176000,11.091,0 days 00:01:21.267000,,0 days 00:01:39.411000
21,1,8,0 days 00:01:39.005000,0,,26.953,0,,0,,0,134.6,,55:02.6,0 days 00:00:26.953000,0 days 00:00:43.116000,0 days 00:00:28.936000,184.3,,Am,,Toyota Gazoo Racing,GF,26.953,43.116,28.936,17.081,17.081,9.872,26.953,30.318,,12.798,0 days 00:01:10.069000,10.973,0 days 00:01:21.042000,,0 days 00:01:39.005000
21,1,9,0 days 00:01:39.451000,0,,27.026,0,,0,,0,134,,56:42.0,0 days 00:00:27.026000,0 days 00:00:43.234000,0 days 00:00:29.191000,184.3,,Am,,Toyota Gazoo Racing,GF,27.026,43.234,29.191,17.166,17.166,9.86,27.026,30.437,,12.797,0 days 00:01:10.260000,11.007,0 days 00:01:21.267000,,0 days 00:01:39.451000
21,1,10,0 days 00:01:39.912000,0,,26.916,0,,0,,0,133.4,,58:21.9,0 days 00:00:26.916000,0 days 00:00:43.019000,0 days 00:00:29.977000,184.3,,Am,,Toyota Gazoo Racing,GF,26.916,43.019,29.977,17.044,17.044,9.872,26.916,30.25,,12.769,0 days 00:01:09.935000,11.252,0 days 00:01:21.187000,,0 days 00:01:39.912000
21,1,11,0 days 00:01:39.602000,0,,27.261,0,,0,,0,133.8,,00:01.5,0 days 00:00:27.261000,0 days 00:00:43.263000,0 days 00:00:29.078000,184.3,,Am,,Toyota Gazoo Racing,GF,27.261,43.263,29.078,17.391,17.391,9.87,27.261,30.498,,12.765,0 days 00:01:10.524000,11.067,0 days 00:01:21.591000,,0 days 00:01:39.602000
21,1,12,0 days 00:01:39.302000,0,,26.989,0,,0,,0,134.2,,01:40.8,0 days 00:00:26.989000,0 days 00:00:43.154000,0 days 00:00:29.159000,183.1,,Am,,Toyota Gazoo Racing,GF,26.989,43.154,29.159,17.111,17.111,9.878,26.989,30.376,,12.778,0 days 00:01:10.143000,11.14,0 days 00:01:21.283000,,0 days 00:01:39.302000
21,1,13,0 days 00:01:39.501000,0,,27.109,0,,0,,0,133.9,,03:20.3,0 days 00:00:27.109000,0 days 00:00:43.158000,0 days 00:00:29.234000,183.1,,Am,,Toyota Gazoo Racing,GF,27.109,43.158,29.234,17.228,17.228,9.881,27.109,30.375,,12.783,0 days 00:01:10.267000,10.907,0 days 00:01:21.174000,,0 days 00:01:39.501000
21,1,14,0 days 00:01:41.366000,0,,27.766,0,,0,,0,131.5,,05:01.7,0 days 00:00:27.766000,0 days 00:00:43.231000,0 days 00:00:30.369000,185.2,,Am,,Toyota Gazoo Racing,GF,27.766,43.231,30.369,17.804,17.804,9.962,27.766,30.532,,12.699,0 days 00:01:10.997000,11.375,0 days 00:01:22.372000,,0 days 00:01:41.366000
21,1,15,0 days 00:01:40.464000,0,,27.911,0,,0,,0,132.6,,06:42.2,0 days 00:00:27.911000,0 days 00:00:43.490000,0 days 00:00:29.063000,183.1,,Am,,Toyota Gazoo Racing,GF,27.911,43.49,29.063,17.865,17.865,10.046,27.911,30.663,,12.827,0 days 00:01:11.401000,11.014,0 days 00:01:22.415000,,0 days 00:01:40.464000
21,1,16,0 days 00:01:39.531000,0,,27.129,0,,0,,0,133.9,,08:21.7,0 days 00:00:27.129000,0 days 00:00:43.141000,0 days 00:00:29.261000,183.1,,Am,,Toyota Gazoo Racing,GF,27.129,43.141,29.261,17.252,17.252,9.877,27.129,30.313,,12.828,0 days 00:01:10.270000,11.157,0 days 00:01:21.427000,,0 days 00:01:39.531000
21,1,17,0 days 00:01:39.265000,0,,26.999,0,,0,,0,134.2,,10:00.9,0 days 00:00:26.999000,0 days 00:00:43.198000,0 days 00:00:29.068000,183.1,,Am,,Toyota Gazoo Racing,GF,26.999,43.198,29.068,17.125,17.125,9.874,26.999,30.404,,12.794,0 days 00:01:10.197000,11.086,0 days 00:01:21.283000,,0 days 00:01:39.265000
21,1,18,0 days 00:01:39.164000,0,,27.017,0,,0,,0,134.4,,11:40.1,0 days 00:00:27.017000,0 days 00:00:42.976000,0 days 00:00:29.171000,184.3,,Am,,Toyota Gazoo Racing,GF,27.017,42.976,29.171,17.135,17.135,9.882,27.017,30.216,,12.76,0 days 00:01:09.993000,11.073,0 days 00:01:21.066000,,0 days 00:01:39.164000
21,1,19,0 days 00:01:39.089000,0,,27.099,0,,0,,0,134.5,,13:19.2,0 days 00:00:27.099000,0 days 00:00:43.019000,0 days 00:00:28.971000,184.3,,Am,,Toyota Gazoo Racing,GF,27.099,43.019,28.971,17.266,17.266,9.833,27.099,30.267,,12.752,0 days 00:01:10.118000,11.023,0 days 00:01:21.141000,,0 days 00:01:39.089000
21,1,20,0 days 00:01:38.905000,0,,26.745,2,,0,,0,134.7,,14:58.1,0 days 00:00:26.745000,0 days 00:00:43.167000,0 days 00:00:28.993000,184.3,,Am,,Toyota Gazoo Racing,GF,26.745,43.167,28.993,17.023,17.023,9.722,26.745,30.417,,12.75,0 days 00:01:09.912000,10.999,0 days 00:01:20.911000,,0 days 00:01:38.905000
21,1,21,0 days 00:01:38.775000,2,,26.824,0,,0,,0,134.9,,16:36.9,0 days 00:00:26.824000,0 days 00:00:42.902000,0 days 00:00:29.049000,184.3,,Am,,Toyota Gazoo Racing,GF,26.824,42.902,29.049,16.987,16.987,9.837,26.824,30.173,,12.729,0 days 00:01:09.726000,11.107,0 days 00:01:20.833000,,0 days 00:01:38.775000
21,1,22,0 days 00:01:39.399000,0,,26.965,0,,0,,0,134.1,,18:16.3,0 days 00:00:26.965000,0 days 00:00:43.301000,0 days 00:00:29.133000,184.3,,Am,,Toyota Gazoo Racing,GF,26.965,43.301,29.133,17.151,17.151,9.814,26.965,30.577,,12.724,0 days 00:01:10.266000,11.105,0 days 00:01:21.371000,,0 days 00:01:39.399000
21,1,23,0 days 00:01:39.137000,0,,27.019,0,,0,,0,134.4,,19:55.4,0 days 00:00:27.019000,0 days 00:00:43.123000,0 days 00:00:28.995000,184.3,,Am,,Toyota Gazoo Racing,GF,27.019,43.123,28.995,17.154,17.154,9.865,27.019,30.359,,12.764,0 days 00:01:10.142000,10.933,0 days 00:01:21.075000,,0 days 00:01:39.137000
21,1,24,0 days 00:01:39.261000,0,,27.065,0,,0,,0,134.2,,21:34.7,0 days 00:00:27.065000,0 days 00:00:43.114000,0 days 00:00:29.082000,184.3,,Am,,Toyota Gazoo Racing,GF,27.065,43.114,29.082,17.127,17.127,9.938,27.065,30.342,,12.772,0 days 00:01:10.179000,10.974,0 days 00:01:21.153000,,0 days 00:01:39.261000
21,1,25,0 days 00:01:39.404000,0,,27.101,0,,0,,0,134.1,,23:14.1,0 days 00:00:27.101000,0 days 00:00:43.163000,0 days 00:00:29.140000,183.1,,Am,,Toyota Gazoo Racing,GF,27.101,43.163,29.14,17.282,17.282,9.819,27.101,30.379,,12.784,0 days 00:01:10.264000,11.019,0 days 00:01:21.283000,,0 days 00:01:39.404000
21,1,26,0 days 00:01:39.133000,0,,27.149,0,,2,,0,134.4,,24:53.2,0 days 00:00:27.149000,0 days 00:00:42.888000,0 days 00:00:29.096000,184.3,,Am,,Toyota Gazoo Racing,GF,27.149,42.888,29.096,17.284,17.284,9.865,27.149,30.115,,12.773,0 days 00:01:10.037000,11.114,0 days 00:01:21.151000,,0 days 00:01:39.133000
21,1,27,0 days 00:01:39.509000,0,,27.096,0,,0,,0,133.9,,26:32.7,0 days 00:00:27.096000,0 days 00:00:42.995000,0 days 00:00:29.418000,184.3,,Am,,Toyota Gazoo Racing,FF,27.096,42.995,29.418,17.218,17.218,9.878,27.096,30.221,,12.774,0 days 00:01:10.091000,11.312,0 days 00:01:21.403000,,0 days 00:01:39.509000
22,1,1,0 days 00:01:43.019000,0,,28.285,0,,0,,0,129.3,,42:24.2,0 days 00:00:28.285000,0 days 00:00:42.964000,0 days 00:00:31.770000,184.3,,Am,,Toyota Gazoo Racing,FCY,28.285,42.964,31.77,18.378,18.378,9.907,28.285,30.211,,12.753,0 days 00:01:11.249000,10.913,0 days 00:01:22.162000,,0 days 00:01:43.019000
22,1,2,0 days 00:02:16.175000,0,,38.09,0,0 days 00:01:00.101000,0,,0,97.9,,44:40.3,0 days 00:00:38.090000,0 days 00:01:00.101000,0 days 00:00:37.984000,134.2,,Am,,Toyota Gazoo Racing,FCY,38.09,60.101,37.984,22.501,22.501,15.589,38.09,39.932,0 days 00:01:18.022000,20.169,0 days 00:01:38.191000,14.465,0 days 00:01:52.656000,,0 days 00:02:16.175000
22,1,3,0 days 00:02:01.891000,0,,33.128,0,,0,,0,109.3,,46:42.2,0 days 00:00:33.128000,0 days 00:00:52.105000,0 days 00:00:36.658000,143,,Am,,Toyota Gazoo Racing,GF,33.128,52.105,36.658,20.609,20.609,12.519,33.128,35.812,0 days 00:01:08.940000,16.293,0 days 00:01:25.233000,15.196,0 days 00:01:40.429000,,0 days 00:02:01.891000
22,1,4,0 days 00:01:38.724000,0,,26.889,0,,0,,0,135,,48:21.0,0 days 00:00:26.889000,0 days 00:00:42.874000,0 days 00:00:28.961000,184.3,,Am,,Toyota Gazoo Racing,GF,26.889,42.874,28.961,17.003,17.003,9.886,26.889,30.117,,12.757,0 days 00:01:09.763000,11.072,0 days 00:01:20.835000,,0 days 00:01:38.724000
22,1,5,0 days 00:01:37.900000,0,,26.765,0,,0,,0,136.1,,49:58.9,0 days 00:00:26.765000,0 days 00:00:42.504000,0 days 00:00:28.631000,185.2,,Am,,Toyota Gazoo Racing,GF,26.765,42.504,28.631,16.924,16.924,9.841,26.765,29.79,,12.714,0 days 00:01:09.269000,10.839,0 days 00:01:20.108000,,0 days 00:01:37.900000
22,1,6,0 days 00:01:37.788000,0,,26.661,0,,0,,0,136.3,,51:36.7,0 days 00:00:26.661000,0 days 00:00:42.469000,0 days 00:00:28.658000,185.2,,Am,,Toyota Gazoo Racing,GF,26.661,42.469,28.658,16.84,16.84,9.821,26.661,29.796,,12.673,0 days 00:01:09.130000,10.849,0 days 00:01:19.979000,,0 days 00:01:37.788000
22,1,7,0 days 00:01:37.746000,2,,26.644,2,,0,,0,136.3,,53:14.4,0 days 00:00:26.644000,0 days 00:00:42.458000,0 days 00:00:28.644000,185.2,,Am,,Toyota Gazoo Racing,GF,26.644,42.458,28.644,16.84,16.84,9.804,26.644,29.808,,12.65,0 days 00:01:09.102000,10.868,0 days 00:01:19.970000,,0 days 00:01:37.746000
22,1,8,0 days 00:01:38.009000,0,,26.697,0,,2,,0,136,,54:52.4,0 days 00:00:26.697000,0 days 00:00:42.452000,0 days 00:00:28.860000,185.2,,Am,,Toyota Gazoo Racing,GF,26.697,42.452,28.86,16.855,16.855,9.842,26.697,29.797,,12.655,0 days 00:01:09.149000,10.941,0 days 00:01:20.090000,,0 days 00:01:38.009000
22,1,9,0 days 00:01:38.109000,0,,26.762,0,,0,,0,135.8,,56:30.5,0 days 00:00:26.762000,0 days 00:00:42.512000,0 days 00:00:28.835000,185.2,,Am,,Toyota Gazoo Racing,GF,26.762,42.512,28.835,16.903,16.903,9.859,26.762,29.856,,12.656,0 days 00:01:09.274000,10.997,0 days 00:01:20.271000,,0 days 00:01:38.109000
22,1,10,0 days 00:01:38.082000,0,,26.787,0,,0,,0,135.9,,58:08.6,0 days 00:00:26.787000,0 days 00:00:42.641000,0 days 00:00:28.654000,185.2,,Am,,Toyota Gazoo Racing,GF,26.787,42.641,28.654,16.929,16.929,9.858,26.787,29.998,,12.643,0 days 00:01:09.428000,10.909,0 days 00:01:20.337000,,0 days 00:01:38.082000
22,1,11,0 days 00:01:38.463000,0,,26.876,0,,0,,0,135.3,,59:47.1,0 days 00:00:26.876000,0 days 00:00:42.685000,0 days 00:00:28.902000,185.2,,Am,,Toyota Gazoo Racing,GF,26.876,42.685,28.902,17.039,17.039,9.837,26.876,30.022,,12.663,0 days 00:01:09.561000,10.939,0 days 00:01:20.500000,,0 days 00:01:38.463000
22,1,12,0 days 00:01:38.367000,0,,26.991,0,,0,,0,135.5,,01:25.4,0 days 00:00:26.991000,0 days 00:00:42.702000,0 days 00:00:28.674000,185.2,,Am,,Toyota Gazoo Racing,GF,26.991,42.702,28.674,17.148,17.148,9.843,26.991,30.03,,12.672,0 days 00:01:09.693000,10.879,0 days 00:01:20.572000,,0 days 00:01:38.367000
22,1,13,0 days 00:01:38.632000,0,,26.842,0,,0,,0,135.1,,03:04.1,0 days 00:00:26.842000,0 days 00:00:42.951000,0 days 00:00:28.839000,185.2,,Am,,Toyota Gazoo Racing,GF,26.842,42.951,28.839,17.009,17.009,9.833,26.842,30.275,,12.676,0 days 00:01:09.793000,10.889,0 days 00:01:20.682000,,0 days 00:01:38.632000
22,1,14,0 days 00:01:39.003000,0,,27.078,0,,0,,0,134.6,,04:43.1,0 days 00:00:27.078000,0 days 00:00:42.897000,0 days 00:00:29.028000,185.2,,Am,,Toyota Gazoo Racing,GF,27.078,42.897,29.028,17.15,17.15,9.928,27.078,30.201,,12.696,0 days 00:01:09.975000,10.931,0 days 00:01:20.906000,,0 days 00:01:39.003000
22,1,15,0 days 00:01:38.749000,0,,26.961,0,,0,,0,134.9,,06:21.8,0 days 00:00:26.961000,0 days 00:00:43,0 days 00:00:28.788000,184.3,,Am,,Toyota Gazoo Racing,GF,26.961,43,28.788,17.151,17.151,9.81,26.961,30.239,,12.761,0 days 00:01:09.961000,10.917,0 days 00:01:20.878000,,0 days 00:01:38.749000
22,1,16,0 days 00:01:38.262000,0,,26.804,0,,0,,0,135.6,,08:00.1,0 days 00:00:26.804000,0 days 00:00:42.726000,0 days 00:00:28.732000,185.2,,Am,,Toyota Gazoo Racing,GF,26.804,42.726,28.732,16.961,16.961,9.843,26.804,30.007,,12.719,0 days 00:01:09.530000,10.894,0 days 00:01:20.424000,,0 days 00:01:38.262000
22,1,17,0 days 00:01:38.038000,0,,26.659,0,,0,,0,135.9,,09:38.1,0 days 00:00:26.659000,0 days 00:00:42.688000,0 days 00:00:28.691000,184.3,,Am,,Toyota Gazoo Racing,GF,26.659,42.688,28.691,16.826,16.826,9.833,26.659,29.925,,12.763,0 days 00:01:09.347000,10.858,0 days 00:01:20.205000,,0 days 00:01:38.038000
22,1,18,0 days 00:01:38.312000,0,,26.728,0,,0,,0,135.5,,11:16.4,0 days 00:00:26.728000,0 days 00:00:42.678000,0 days 00:00:28.906000,184.3,,Am,,Toyota Gazoo Racing,GF,26.728,42.678,28.906,16.87,16.87,9.858,26.728,29.923,,12.755,0 days 00:01:09.406000,11.017,0 days 00:01:20.423000,,0 days 00:01:38.312000
22,1,19,0 days 00:01:38.167000,0,,26.772,0,,0,,0,135.7,,12:54.6,0 days 00:00:26.772000,0 days 00:00:42.636000,0 days 00:00:28.759000,185.2,,Am,,Toyota Gazoo Racing,GF,26.772,42.636,28.759,16.925,16.925,9.847,26.772,29.892,,12.744,0 days 00:01:09.408000,10.888,0 days 00:01:20.296000,,0 days 00:01:38.167000
22,1,20,0 days 00:01:38.086000,0,,26.686,0,,0,,0,135.9,,14:32.7,0 days 00:00:26.686000,0 days 00:00:42.677000,0 days 00:00:28.723000,185.2,,Am,,Toyota Gazoo Racing,GF,26.686,42.677,28.723,16.881,16.881,9.805,26.686,29.97,,12.707,0 days 00:01:09.363000,10.844,0 days 00:01:20.207000,,0 days 00:01:38.086000
22,1,21,0 days 00:01:38.075000,0,,26.725,0,,0,,0,135.9,,16:10.8,0 days 00:00:26.725000,0 days 00:00:42.624000,0 days 00:00:28.726000,185.2,,Am,,Toyota Gazoo Racing,GF,26.725,42.624,28.726,16.925,16.925,9.8,26.725,29.931,,12.693,0 days 00:01:09.349000,10.803,0 days 00:01:20.152000,,0 days 00:01:38.075000
22,1,22,0 days 00:01:38.127000,0,,26.737,0,,0,,0,135.8,,17:48.9,0 days 00:00:26.737000,0 days 00:00:42.686000,0 days 00:00:28.704000,184.3,,Am,,Toyota Gazoo Racing,GF,26.737,42.686,28.704,16.908,16.908,9.829,26.737,29.991,,12.695,0 days 00:01:09.423000,10.877,0 days 00:01:20.300000,,0 days 00:01:38.127000
22,1,23,0 days 00:01:38.108000,0,,26.664,0,,0,,0,135.8,,19:27.0,0 days 00:00:26.664000,0 days 00:00:42.702000,0 days 00:00:28.742000,185.2,,Am,,Toyota Gazoo Racing,GF,26.664,42.702,28.742,16.859,16.859,9.805,26.664,30.017,,12.685,0 days 00:01:09.366000,10.863,0 days 00:01:20.229000,,0 days 00:01:38.108000
